m_row$$,kennr,versuchsbez,zul_erstmalig_am,mittelname,formulierung_art,zul_ende,mittel_mit_geringem_risiko
AAAxdIAAEAAAAmUAAL,00A583-00,10284-51768-W-0-SL,2023-10-25T22:00:00Z,Belcocel 400,SL,2028-02-27T23:00:00Z,
AAAxdIAAEAAAAmUAAM,00A584-00,13553-00001-F-0-SC,2020-11-25T23:00:00Z,HILL-STAR,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmUAAN,00A588-00,12787-00053-H-0-OD,2023-08-01T22:00:00Z,KAGURA,OD,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmUAAO,00A590-00,13559-00001-H-0-EC,2020-12-06T23:00:00Z,TOSKA EC,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmUAAP,00A593-00,11220-00593-F-0-SC,2022-03-02T23:00:00Z,ERUNE 40 SC,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmUAAQ,00A594-00,11490-00593-F-0-SC,2022-03-02T23:00:00Z,PRETIL,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmUAAR,00A595-00,13411-00593-F-0-SC,2022-03-02T23:00:00Z,PYROGAL,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmUAAS,00A596-00,10532-00593-F-0-SC,2022-03-02T23:00:00Z,LAITANE,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmUAAT,00A603-00,12769-57251-F-0-EC,2023-02-16T23:00:00Z,GRAPHITE,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmUAAU,00A606-00,12463-54142-H-0-EC,2020-08-11T22:00:00Z,UNIVERSE,EC,2026-09-29T22:00:00Z,
AAAxdIAAEAAAAmVAAA,00A042-00,10593-76952-H-0-SL,2024-03-04T23:00:00Z,Roundup Future,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmVAAB,00A045-00,SFS-55007-W-0-SL,2018-11-05T23:00:00Z,REGULATOR 720,SL,2027-11-29T23:00:00Z,
AAAxdIAAEAAAAmVAAC,00A046-00,PBL-00001-BF-0-SL,2018-11-19T23:00:00Z,BELTANOL,SL,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmVAAD,00A047-00,CHD-77812-H-0-OD,2024-09-15T22:00:00Z,Sentrallas LQM,OD,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmVAAE,00A049-00,12761-22260-H-0-EC,2024-08-27T22:00:00Z,Permaclean Express Unkrautfrei,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAmVAAF,00A065-00,12245-02501-F-0-SC,2018-11-15T23:00:00Z,AZOFIN,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmVAAG,00A069-00,SYD-41350-F-0-WG,2021-02-14T23:00:00Z,TRESO,WG,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmVAAH,00A070-00,ASH-46901-W-0-SL,2019-04-08T22:00:00Z,Atonik,SL,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAmVAAI,00A074-00,SRR-00074-E-0-AE,2019-07-30T22:00:00Z,CheckMate Puffer CM,AE,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmVAAJ,00A076-00,SYD-7254-H-0-SL,2018-09-09T22:00:00Z,BANVEL 480 S,SL,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmVAAK,00A077-00,DEO-00077-F-0-SC,2023-01-03T23:00:00Z,GADAROCK,SC,2027-01-30T23:00:00Z,
AAAxdIAAEAAAAmVAAL,00A083-00,LIF-11125-H-0-EC,2020-10-22T22:00:00Z,FADE,EC,2027-10-30T22:00:00Z,
AAAxdIAAEAAAAmVAAM,00A085-00,SPU-08740-BF-0-WP,2021-08-02T22:00:00Z,FUNGURAN-OH 50 WP,WP,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmVAAN,00A089-00,SHP-20001-F-0-WG,2018-10-10T22:00:00Z,FOLGUT 80 WG,WG,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmVAAO,00A093-00,GLM-00093-F-0-WG,2019-08-21T22:00:00Z,CALDERA,WG,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmVAAP,00A096-00,DSG-00096-M-0-RB,2018-06-24T22:00:00Z,IRONMAX PRO,RB,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmVAAQ,00A104-00,10661-00104-H-0-ZC,2022-02-09T23:00:00Z,Triclo,ZC,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmVAAR,00A106-00,CEL-19690-H-0-AL,2019-10-15T22:00:00Z,Unkrautfrei Express,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAmVAAS,00A107-00,CEL-19321-H-0-EC,2019-11-11T23:00:00Z,Unkrautfrei Express Konzentrat,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAmVAAT,00A112-00,10039-83217-F-0-WG,2019-01-27T23:00:00Z,CURZATE 60WG,WG,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmVAAU,00A113-00,WES-00113-W-0-GA,2018-08-29T22:00:00Z,Protapianta Ethen,GA,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmWAAA,00A117-00,KST-00201-FHIN-0-GR,2019-01-24T23:00:00Z,Basamid Granulat,GR,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmWAAB,00A121-00,SPU-13900-BF-0-WP,2021-08-02T22:00:00Z,COBOX,WP,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmWAAC,00A122-00,NEU-01153-I-0-EC,2022-03-16T23:00:00Z,NEU 1153 I EC,EC,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmWAAD,00A123-00,AGT-00123-H-0-EC,2020-10-18T22:00:00Z,Lenox,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmWAAE,00A124-00,CAG-00002-F-0-SC,2019-09-02T22:00:00Z,ZOXIS SUPER,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmWAAF,00A126-00,14616-00011-H-0-SC,2018-12-19T23:00:00Z,Devoid,SC,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmWAAG,00A129-00,10039-00625-I-0-FS,2020-11-25T23:00:00Z,Lumiposa 625 FS,FS,2027-09-13T22:00:00Z,
AAAxdIAAEAAAAmWAAH,00A133-00,DSG-00133-M-0-RB,2018-06-24T22:00:00Z,FERRIMAX,RB,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmWAAI,00A140-00,SYD-41430-F-0-FS,2019-04-02T22:00:00Z,Vibrance Trio,FS,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmWAAJ,00A144-00,10061-01901-F-0-WP,2019-01-15T23:00:00Z,ROMEO,WP,2031-04-22T22:00:00Z,
AAAxdIAAEAAAAmWAAK,00A145-00,SCF-00002-F-0-EC,2023-01-02T23:00:00Z,Wasan,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmWAAL,00A146-00,SYD-11350-H-0-EC,2018-11-15T23:00:00Z,Colzor Uno flex,EC,2027-10-14T22:00:00Z,
AAAxdIAAEAAAAmWAAM,00A150-00,SHP-15001-F-0-SC,2019-02-10T23:00:00Z,AZOSHY,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmWAAN,00A152-00,OXO-00003-H-0-CS,2018-07-30T22:00:00Z,Libeccio,CS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmWAAO,00A156-00,CET-00156-I-0-SL,2019-03-04T23:00:00Z,Eradicoat,SL,2027-02-27T23:00:00Z,
AAAxdIAAEAAAAmWAAP,00A162-00,10061-42921-H-3-SC,2019-02-20T23:00:00Z,Tramat 500,SC,2032-10-30T22:00:00Z,
AAAxdIAAEAAAAmWAAQ,00A163-00,BAY-22270-H-0-SC;BAY-22270-H-1-SC;10021-22270-H-2-SC,2020-10-11T22:00:00Z,Mateno Duo,SC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmWAAR,00A164-00,10593-76879-H-0-SL,2024-02-21T23:00:00Z,Durano SL,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmWAAS,00A173-00,SCF-00003-I-0-SC,2021-07-13T22:00:00Z,Foray 76 B,SC,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmWAAT,00A174-00,SHP-27001-H-0-EC,2020-07-08T22:00:00Z,WISH TOP,EC,2028-02-27T23:00:00Z,
AAAxdIAAEAAAAmWAAU,00A175-00,CHD-44986-I-0-OD,2019-02-20T23:00:00Z,BENEVIA,OD,2027-09-13T22:00:00Z,
AAAxdIAAEAAAAmXAAA,00A176-00,GLM-00176-F-0-FS,2019-10-29T23:00:00Z,Prepper,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmXAAB,00A190-00,10661-00190-H-1-SC,2020-06-18T22:00:00Z,Glotron 700 SC,SC,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmXAAC,00A191-00,14019-01002-H-0-SE,2020-11-01T23:00:00Z,Valentia,SE,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmXAAD,00A197-00,BAY-22340-H-0-SC,2018-09-17T22:00:00Z,Capreno,SC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmXAAE,00A214-00,GWN-10295-AI-0-SP,2019-03-19T23:00:00Z,Winner,SP,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmXAAF,00A215-00,GLM-00215-F-0-FS,2024-04-18T22:00:00Z,Prepper 480 FS,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmXAAG,00A217-00,SHP-25005-F-0-EW,2019-02-20T23:00:00Z,Spector,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmXAAH,00A218-00,14107-21300-F-0-WG,2024-02-11T23:00:00Z,Signature Xtra  StressGard,WG,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmXAAI,00A219-00,10297-01016-H-0-OD,2020-09-24T22:00:00Z,Botiga,OD,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmXAAJ,00A220-00,10130-00220-H-0-SC,2021-12-02T23:00:00Z,Xerton,SC,2032-10-30T22:00:00Z,
AAAxdIAAEAAAAmXAAK,00A249-00,10130-01249-F-0-SC,2018-11-27T23:00:00Z,Thiopron,SC,2026-04-14T22:00:00Z,
AAAxdIAAEAAAAmXAAL,00A256-00,CNV-00256-H-0-SC,2018-12-06T23:00:00Z,Mitron 700 SC,SC,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmXAAM,00A258-00,AGX-00258-F-0-WP,2021-12-08T23:00:00Z,Tri-Soil,WP,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAmXAAN,00A259-00,12864-00259-F-0-SL,2019-01-30T23:00:00Z,FytoSave,SL,2031-04-21T22:00:00Z,J
AAAxdIAAEAAAAmXAAO,00A261-00,10039-03328-H-0-WG,2022-01-18T23:00:00Z,Broadway Plus,WG,2026-04-29T22:00:00Z,
AAAxdIAAEAAAAmXAAP,00A265-00,10130-00265-H-0-EC,2019-03-28T23:00:00Z,Lodin,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmXAAQ,00A267-00,13318-40101-F-0-EC;13318-40101-F-1-EC,2020-11-09T23:00:00Z,TARTAROS,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmXAAR,00A271-00,GLM-00271-F-0-EC,2020-08-05T22:00:00Z,Protendo Forte,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmXAAS,00A272-00,BAS-75203-F-0-EC;10020-75203-F-1-EC,2020-02-05T23:00:00Z,Revytrex,EC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmXAAT,00A274-00,GLM-00274-F-0-WG,2024-03-24T23:00:00Z,Stampa,WG,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmXAAU,00A275-00,BAS-75001-F-0-EC,2019-10-15T22:00:00Z,Revystar,EC,2030-03-19T23:00:00Z,
AAAxdIAAEAAAAmZAAA,00A759-00,12990-51609-F-0-FS,2022-11-07T23:00:00Z,Insure Duo,FS,2026-09-14T22:00:00Z,
AAAxdIAAEAAAAmZAAB,00A762-00,10039-03917-F-0-SE,2022-11-30T23:00:00Z,Zorvec Entecta,SE,2027-09-14T22:00:00Z,
AAAxdIAAEAAAAmZAAC,00A766-00,10091-00484-AI-0-EC,2025-01-06T23:00:00Z,Express Schädlingsfrei Careo Eco,EC,2027-03-30T22:00:00Z,
AAAxdIAAEAAAAmZAAD,00A767-00,10039-04021-H-0-EC,2025-03-03T23:00:00Z,LaDiva,EC,2026-08-04T22:00:00Z,
AAAxdIAAEAAAAmZAAE,00A770-00,10024-00001-F-0-DC,2024-01-07T23:00:00Z,CURATIO,DC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmZAAF,00A771-00,11654-22228-H-0-EC,2022-02-01T23:00:00Z,CLAYTON FLURRY,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmZAAG,00A773-00,10021-22450-H-0-SC,2023-05-25T22:00:00Z,Brodal,SC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmZAAH,00A774-00,10661-00774-F-0-FS,2023-08-30T22:00:00Z,Surrender,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmZAAI,00A775-00,12226-09050-W-0-EC,2024-01-04T23:00:00Z,ADM.09050.H.1.A,EC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmZAAJ,00A781-00,10039-03730-H-0-WG,2024-02-21T23:00:00Z,PROCLOVA,WG,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmZAAK,00A782-00,11661-36001-H-0-SL,2021-07-19T22:00:00Z,Glister Ultra,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmZAAL,00A794-00,12463-58003-H-0-CS,2022-02-06T23:00:00Z,CZAR,CS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmZAAM,00A797-00,12463-87001-H-0-SC,2022-02-02T23:00:00Z,FLYER,SC,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmZAAN,00A800-00,10285-94110-H-1-EC,2022-01-09T23:00:00Z,Sword 240 EC,EC,2026-04-29T22:00:00Z,
AAAxdIAAEAAAAmZAAO,00A801-00,12245-22521-H-0-KL,2022-02-20T23:00:00Z,CLETHOFIN 240,KL,2027-05-30T22:00:00Z,
AAAxdIAAEAAAAmZAAP,00A802-00,10039-03969-H-0-WG,2024-01-02T23:00:00Z,Dragster,WG,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmZAAQ,00A808-00,10661-00808-F-0-SL,2023-01-16T23:00:00Z,Sporax,SL,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmZAAR,00A810-00,11654-06487-H-0-EC,2022-01-27T23:00:00Z,CLAYTON MARTELLO,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAmZAAS,00A811-00,13425-03003-AFI-1-ME,2025-04-21T22:00:00Z,PREV-GOLD GARDEN,ME,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmZAAT,00A814-00,12245-23892-F-0-EC,2021-10-03T22:00:00Z,HINT,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmaAAA,00A816-00,10020-70004-F-0-SC,2024-01-28T23:00:00Z,Allstar,SC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmaAAB,00A817-00,10021-22470-H-0-SE,2021-12-15T23:00:00Z,Betanal SE,SE,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmaAAC,00A818-00,12226-03189-H-1-SC,2024-01-08T23:00:00Z,Ethosat 500,SC,2032-10-30T22:00:00Z,
AAAxdIAAEAAAAmaAAD,00A819-00,10020-86901-H-0-CS;10020-86901-H-1-CS,2025-08-19T22:00:00Z,Conaxis,CS,2027-09-29T22:00:00Z,
AAAxdIAAEAAAAmaAAE,00A825-00,10840-0001-F-0-WG,2021-12-21T23:00:00Z,Amylo-X WG,WG,2026-03-30T22:00:00Z,
AAAxdIAAEAAAAmaAAF,00A826-00,12259-00002-V-0-SC,2021-10-18T22:00:00Z,V5,SC,2033-03-28T22:00:00Z,J
AAAxdIAAEAAAAmaAAG,00A827-00,10839-00002-W-0-VP,2021-12-05T23:00:00Z,BIOX-M Home and Garden,VP,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmaAAH,00A835-00,10020-76202-F-0-SC,2024-05-01T22:00:00Z,Revydas,SC,2027-04-14T22:00:00Z,
AAAxdIAAEAAAAmaAAI,00A839-00,11675-1701-F-0-LS,2022-11-01T23:00:00Z,Tachigaren LS,LS,2027-05-30T22:00:00Z,
AAAxdIAAEAAAAmaAAJ,00A840-00,10607-22080-F-0-SC,2025-03-11T23:00:00Z,Pergovia,SC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmaAAK,00A841-00,14616-00007-F-0-WG,2021-11-02T23:00:00Z,DITOFLO 700 WG,WG,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmaAAL,00A846-00,12711-64197-H-0-AL,2023-02-06T23:00:00Z,UNMO,AL,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmaAAM,00A851-00,10021-21470-F-0-EC,2022-03-06T23:00:00Z,Delaro Forte,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmaAAN,00A852-00,12948-00001-F-0-SL,2024-07-31T22:00:00Z,PROBLAD,SL,2037-04-26T22:00:00Z,N
AAAxdIAAEAAAAmaAAO,00A853-00,10263-00853-W-0-SG,2021-12-16T23:00:00Z,Largo,SG,2026-07-14T22:00:00Z,
AAAxdIAAEAAAAmaAAP,00A860-00,10021-21480-W-0-OD,2024-02-19T23:00:00Z,Hingios,OD,2027-05-30T22:00:00Z,
AAAxdIAAEAAAAmaAAQ,00A861-00,12463-84001-W-0-ST,2021-12-02T23:00:00Z,CUBE,ST,2026-07-14T22:00:00Z,
AAAxdIAAEAAAAmaAAR,00A862-00,12950-00001-H-0-EC,2022-03-16T23:00:00Z,DICOLEN 200 EC,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmaAAS,00A875-00,10661-00875-H-0-EC,2023-03-09T23:00:00Z,Flurostar Forte,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmaAAT,00A876-00,10661-00876-H-0-EC,2023-08-28T22:00:00Z,Compola,EC,2026-08-04T22:00:00Z,
AAAxdIAAEAAAAmbAAA,00A891-00,11177-00891-F-0-SC,2024-01-14T23:00:00Z,UPSIDE,SC,2035-05-19T22:00:00Z,
AAAxdIAAEAAAAmbAAB,00A892-00,12226-03500-F-0-EC,2024-07-02T22:00:00Z,SORATEL,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmbAAC,00A894-00,11654-22229-F-0-SC,2022-04-18T22:00:00Z,CLAYTON AUGUSTA,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmbAAD,00A895-00,11490-00895-F-0-EC,2022-03-06T23:00:00Z,EUSKATEL 250,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmbAAE,00A896-00,11281-81041-F-0-EC,2024-03-10T23:00:00Z,LS PROTHIO METCO,EC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmbAAF,00A897-00,10661-00897-F-0-FS,2022-03-23T23:00:00Z,Latifam,FS,2034-06-29T22:00:00Z,
AAAxdIAAEAAAAmbAAG,00A900-00,10026-10001-AI-0-GA,2023-09-07T22:00:00Z,Organic CARBOxid,GA,2038-04-29T22:00:00Z,
AAAxdIAAEAAAAmbAAH,00A902-00,10661-00902-F-0-EC,2024-01-29T23:00:00Z,Panorama,EC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmbAAI,00A903-00,12385-71720-F-0-EC,2025-08-07T22:00:00Z,Dyllis,EC,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmbAAJ,00A905-00,10091-21302-M-0-RB,2022-08-23T22:00:00Z,Naturen Limex,RB,2031-12-30T23:00:00Z,J
AAAxdIAAEAAAAmbAAK,00A906-00,11490-00001-F-0-SC,2024-07-09T22:00:00Z,RAYZAN,SC,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmbAAL,00A908-00,10607-21560-F-0-WG,2022-04-04T22:00:00Z,Pergado,WG,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmbAAM,00A910-00,12226-06001-H-0-OD,2025-07-30T22:00:00Z,ADM.06001.H,OD,2027-06-29T22:00:00Z,
AAAxdIAAEAAAAmbAAN,00A913-00,13895-00024-F-0-SC,2022-06-01T22:00:00Z,ActiSeal F 60,SC,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmbAAO,00A921-00,12140-00001-AFI-0-ME,2023-10-09T22:00:00Z,Limocide,ME,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmbAAP,00A925-00,12463-72161-F-0-SC,2023-11-26T23:00:00Z,CIAZ,SC,2027-03-14T23:00:00Z,
AAAxdIAAEAAAAmbAAQ,00A929-00,10020-48003-I-0-OD,2022-07-04T22:00:00Z,Velifer,OD,2030-02-19T23:00:00Z,
AAAxdIAAEAAAAmbAAR,00A931-00,12522-00209-I-0-GR,2022-04-25T22:00:00Z,LALGUARD M52 GR,GR,2026-04-29T22:00:00Z,
AAAxdIAAEAAAAmbAAS,00A933-00,11615-00001-F-0-WP,2024-02-27T23:00:00Z,RootDei Biocontrol,WP,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAmbAAT,00A935-00,12226-03501-F-0-EC,2024-07-09T22:00:00Z,MAGANIC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmbAAU,00A937-00,12226-03502-F-0-EC,2024-12-11T23:00:00Z,Forapro,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAA,00A940-00,10285-00005-H-0-EC,2022-12-11T23:00:00Z,Tandus,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmcAAB,00A941-00,13938-00941-F-0-CS,2024-07-23T22:00:00Z,Mevalone,CS,2027-04-29T22:00:00Z,
AAAxdIAAEAAAAmcAAC,00A942-00,12226-03509-F-0-SC,2025-03-06T23:00:00Z,Maxentis,SC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAD,00A944-00,12463-72571-F-0-SC,2022-03-23T23:00:00Z,PRABHA,SC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAE,00A945-00,12773-48062-H-0-SL,2022-08-02T22:00:00Z,BATTERY,SL,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAF,00A946-00,12463-13312-F-0-WG,2023-08-21T22:00:00Z,SINCLAIRE,WG,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmcAAG,00A947-00,13961-00947-I-0-EC,2023-06-19T22:00:00Z,Pygrain New,EC,2027-06-14T22:00:00Z,
AAAxdIAAEAAAAmcAAH,00A949-00,12970-00002-W-0-VP,2022-08-15T22:00:00Z,"AppleSmart 3,3 VP",VP,2035-07-30T22:00:00Z,
AAAxdIAAEAAAAmcAAI,00A952-00,10661-00952-H-0-EC,2024-04-17T22:00:00Z,Jura Max,EC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmcAAJ,00A953-00,10083-71724-F-0-SC,2025-12-10T23:00:00Z,Proxanil,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAK,00A956-00,12970-00956-H-0-EC,2023-02-19T23:00:00Z,AMSTAF 800 EC,EC,2027-10-30T22:00:00Z,
AAAxdIAAEAAAAmcAAL,00A959-00,14616-63500-I-0-WG,2022-07-03T22:00:00Z,Alakazam 500 WG,WG,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmcAAM,00A960-00,10661-01907-H-0-SC,2024-04-25T22:00:00Z,Bokator,SC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmcAAN,00A961-00,10021-21490-W-0-SL,2023-04-25T22:00:00Z,Cerone 480 SL,SL,2026-08-31T22:00:00Z,
AAAxdIAAEAAAAmcAAO,00A968-00,10020-73600-F-0-EC,2025-08-13T22:00:00Z,Miralon,EC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmcAAP,00A972-00,10285-00972-F-0-EC,2024-08-01T22:00:00Z,JOUST,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmcAAQ,00A973-00,10607-22100-F-0-SC,2024-12-19T23:00:00Z,Orondis Evo,SC,2028-03-02T23:00:00Z,
AAAxdIAAEAAAAmcAAR,00A974-00,12463-20151-F-0-SC,2022-08-15T22:00:00Z,La Paz,SC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmcAAS,00A975-00,12385-31560-F-0-EC,2025-07-22T22:00:00Z,AVTAR,EC,2027-03-14T23:00:00Z,
AAAxdIAAEAAAAmcAAT,00A979-00,14616-03902-F-0-SC,2022-09-19T22:00:00Z,Kelsos,SC,2027-04-14T22:00:00Z,
AAAxdIAAEAAAAmcAAU,00A980-00,10021-22520-H-0-SC,2023-06-11T22:00:00Z,Merlin Flexx,SC,2035-07-30T22:00:00Z,
AAAxdIAAEAAAAmdAAA,00A981-00,12463-72733-F-0-WG,2022-10-11T22:00:00Z,TWINKLE,WG,2026-09-14T22:00:00Z,
AAAxdIAAEAAAAmdAAB,00A983-00,12226-09050-W-0-EC,2022-08-18T22:00:00Z,Stemper,EC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmdAAC,00A985-00,13411-00006-H-0-SC,2025-06-11T22:00:00Z,BOZON,SC,2033-05-30T22:00:00Z,
AAAxdIAAEAAAAmdAAD,00A986-00,12761-10051-I-0-GR,2022-10-24T22:00:00Z,SPINTOR GR,GR,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmdAAE,00A990-00,12943-00990-F-0-FU,2022-09-18T22:00:00Z,AFEPASA GREENHOUSE SULPHUR TABLETS,FU,2026-04-14T22:00:00Z,
AAAxdIAAEAAAAmdAAF,00A991-00,10255-00991-I-0-SG,2025-08-27T22:00:00Z,Teppeki Ultra,SG,2027-11-29T23:00:00Z,
AAAxdIAAEAAAAmdAAG,00A992-00,12205-03111-E-0-AE,2022-11-24T23:00:00Z,CheckMate Puffer Leaf Multi,AE,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAmdAAH,00A994-00,10039-00042-F-0-FS,2023-01-25T23:00:00Z,Lumisena,FS,2028-03-02T23:00:00Z,
AAAxdIAAEAAAAmdAAI,00A995-00,10185-05001-F-0-SC,2023-08-09T22:00:00Z,Yukon,SC,2026-04-14T22:00:00Z,
AAAxdIAAEAAAAmdAAJ,00A996-00,10020-75802-F-0-EC,2024-03-03T23:00:00Z,Xenial,EC,2027-09-14T22:00:00Z,
AAAxdIAAEAAAAmdAAK,00A997-00,14616-03903-F-0-EC,2023-09-19T22:00:00Z,Capetus Extra,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmdAAL,00A998-00,10130-02040-H-0-EC,2023-06-20T22:00:00Z,Quidam,EC,2027-10-30T22:00:00Z,
AAAxdIAAEAAAAmdAAM,00B002-00,12736-20002-E-0-VP,2025-09-17T22:00:00Z,Eupoecilia Pro Press,VP,2038-08-29T22:00:00Z,J
AAAxdIAAEAAAAmdAAN,00B003-00,14616-20500-F-0-SC,2022-10-24T22:00:00Z,Pablo,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmdAAO,00B006-00,10020-67801-FW-0-SE,2023-01-16T23:00:00Z,Architect,SE,2026-09-14T22:00:00Z,
AAAxdIAAEAAAAmdAAP,00B007-00,13047-00009-F-0-EC,2022-11-07T23:00:00Z,PYLON,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmdAAQ,00B011-00,10661-00178-F-0-SC,2022-10-12T22:00:00Z,Simpro,SC,2026-06-14T22:00:00Z,
