kode,kodeliste,sprache,kodetext,sperre
PNXSS,948,DE,Ginseng,N
PNXGI,948,DE,Asiatischer Ginseng,N
ONOSP,948,DE,Dorniger Hauhechel,N
ACSCA,948,DE,Kalmus,N
RBITI,948,DE,Krappwurzel,N
AGRRE,948,DE,Gemeine Quecke,N
PEDHY,948,DE,Gemeine Pestwurz,N
RHEPA,948,DE,Medizinal-Rhabarber,N
CHQMA,948,DE,Großes Schöllkraut,N
ECEPA,948,DE,Blasser Sonnenhut,N
RUDPU,948,DE,Roter Sonnenhut,N
??,3,DE,Code noch festzulegen,N
ME,22,DE,Mikroemulsion,N
WP773,74,DE,Anwendung bei Temperaturen über 25 °C kann - insbesondere unmittelbar nach längeren Regenfällen und bei vermindertem Wasseraufwand - zu Blattverätzungen führen.,N
VV600,74,DE,Erntegut nicht verzehren.,N
RLAVS,35,GB,in the presence of store products without bulk materials,N
RLAGM,35,GB,"In the resence of cereals, without maize",N
WW7503,74,DE,"Die maximale Anzahl der Anwendungen ist aus wirkstoffspezifischen Gründen eingeschränkt. Ausreichende Bekämpfung ist damit nicht in allen Fällen zu erwarten. Gegebenenfalls deshalb anschließend oder im Wechsel Mittel verwenden, die den Wirkstoff Prochloraz nicht enthalten.",N
NOTE1A,89,DE,"Abweichend hiervon beziehen sich die HM bei Milch und Erzeugnissen auf Milchbasis mit einem Fettgehalt von weniger als 2 % und bei anderen Lebensmitteln mit einem Fettgehalt bis zu 10 % auf das Gesamtgewicht des Lebensmittels. In diesen Fällen beträgt die zulässige HM bei Milch und Erzeugnissen auf Milchbasis ein Fünfzigstel der angegebenen HM; bei den anderen Lebensmitteln beträgt sie ein Zehntel der angegebenen HM, mindestens jedoch 0,01 mg/kg.",N
BFXXF,30,DE,ab Frühjahr bei Befallsbeginn bzw. bei Sichtbarwerden der ersten Symptome,N
A1,75,DE,Aufwandbedingung,N
PE,25,DE,"Miniplate je 7,5 m³",N
56DNP,30,DE,5-6 Tage nach dem Pflanzen,J
NN080,74,DE,Schlupfwespen frühestens einen Monat nach der letzten Anwendung ausbringen.,N
NP56D,30,DE,5-6 Tage nach dem Pflanzen,N
WA856,74,DE,"Es wird empfohlen, die Anwendung nur nach vorheriger Untersuchung des Bodens auf Art und biologische Rasse (Pathotyp) der vorhandenen Nematoden vorzunehmen.",N
WA845,74,DE,Mittel nur in Ameisennestern oder auf -laufwegen anwenden.,N
WA855,74,DE,Kühl und trocken lagern.,J
SB193,74,DE,"Das Pflanzenschutzmittel kann bei Kontakt mit der Haut (insbesondere des Gesichtes) ein Brennen oder ein Kribbeln hervorrufen, ohne dass äußerlich Reizerscheinungen sichtbar werden. Das Auftreten  dieser Stoffwirkungen muss als Warnhinweis angesehen werden, eine weitere Exposition ist unbedingt zu vermeiden. Klingen die Symptome nicht ab oder treten weitere auf, muss ein Arzt aufgesucht werden.",N
SB194,74,DE,"Das Präparat kann allergische Nebenwirkungen hervorrufen, die sich in Form von Augenrötung, Hautrötung oder -ausschlag und Atembeschwerden bemerkbar machen können. Personen mit allergischen Reaktionen sollten jede weitere Exposition vermeiden.",N
SF128,74,DE,Räume während der Einwirkungszeit des Mittels nur mit Atemschutz betreten. Ein kurzfristiger Aufenthalt ohne Atemschutz ist nach einer Lüftungszeit von 6 Std. möglich. Nach insgesamt 12 Std. gründlicher Lüftung sind die behandelten Räume zur bestimmungsgemäßen Nutzung frei.,N
SF137,74,DE,Treten beim Arbeiten auf behandelten Flächen Reizungen der Atmungsorgane auf Atemschutzgerät tragen.,N
SF138,74,DE,Ein Begehen behandelter Lager ohne Körper- und Atemschutz ist erst 24 Std. nach Abschluss der Behandlung erlaubt.,N
SF176,74,DE,"Raumkulturen (z.B. Reb-, Obst- und Hopfenanlagen) frühestens 24 Std. nach der Behandlung betreten oder geeignete Vorsichtsmaßnahmen (Atemschutz) treffen; Gewächshäuser vorher lüften.",N
SF241,74,DE,"Anwendung auf Spielplätzen und Schulhöfen nicht in Anwesenheit von Kindern; Abtrift auf Spielsand, Bänke, Spielgeräte und dergleichen vermeiden; Spritzbeläge müssen vor Wiederbenutzung der Flächen angetrocknet sein.",N
SF243,74,DE,Nutzung behandelter Rasenfläche als Spiel- und Liegewiese erst nach dem nächsten Schnitt.,N
SF244,74,DE,"Anwendung auf Spielplätzen und Schulhöfen nicht in Anwesenheit von Kindern; Abtrift auf Spielsand, Bänke, Spielgeräte und dergleichen vermeiden.",N
SF602,74,DE,"Im Weinbau bei Laubarbeiten innerhalb einer Woche nach Anwendung des Mittels jeglichen Hautkontakt vermeiden, d.h. auch Hände und Unterarme schützen.",N
SF603,74,DE,"Im Weinbau bei Laubarbeiten innerhalb von zwei Tagen nach Anwendung des Mittels jeglichen Hautkontakt vermeiden, d.h.auch Hände und Unterarme schützen.",N
X84,66,DE,Mexyl (1-Methyl-hexylester),N
SK001,74,DE,S 1/2 : Unter Verschluss und für Kinder unzugänglich aufbewahren,J
SK002,74,DE,S 3/7: Behälter dicht geschlossen halten und an einem kühlen Ort aufbewahren.,J
SK003,74,DE,"S 3/9 : Behälter an einem kühlen, gut gelüfteten Ort aufbewahren",J
SK004,74,DE,"S 3/14 : An einem kühlen Ort entfernt von ... aufbewahren (die Stoffe, mit denen Kontakt vermieden werden muß, sind vom Hersteller anzugeben)",J
SK005,74,DE,"S 3/9/14 : An einem kühlen, gut gelüfteten Ort, entfernt von .... aufbewahren (die Stoffe, mit denen Kontakt vermieden werden muß, sind vom Hersteller anzugeben)",J
SK006,74,DE,"S 3/9/49 : Nur im Originalbehälter an einem kühlen, gut gelüfteten Ort aufbewahren",J
SK007,74,DE,"S 3/9/14/49: Nur im Originalbehälter an einem kühlen, gut gelüfteten Ort, entfernt von ... aufbewahren (die Stoffe, mit denen Kontakt vermieden werden muß,sind vom Hersteller anzugeben)",J
SK008,74,DE,S 7/8 : Behälter trocken und dicht geschlossen halten,J
SK009,74,DE,S 7/9 : Behälter dicht geschlossen an einem gut gelüfteten Ort aufbewahren,J
SK010,74,DE,"S 20/21 : Bei der Arbeit nicht essen, trinken, rauchen",J
SK011,74,DE,S 24/25 : Berührung mit den Augen und der Haut vermeiden,J
SK012,74,DE,S 36/37 : Bei der Arbeit geeignete Schutzkleidung und Schutzhandschuhe tragen,J
SK013,74,DE,S 36/39 : Bei der Arbeit geeignete Schutzkleidung und Schutzbrille/Gesichtsschutz tragen,J
SK014,74,DE,S 37/39 : Bei der Arbeit geeignete Schutzhandschuhe und Schutzbrille/Gesichtsschutz tragen,J
SK015,74,DE,"S 36/37/39 : Bei der Arbeit geeignete Schutzkleidung, Schutzhandschuhe und Schutzbrille/Gesichtsschutz tragen",J
SK016,74,DE,S 47/49 : Nur im Originalbehälter bei einer Temperatur von nicht über ... C (vom Hersteller anzugeben) aufbewahren,J
VBPFL,30,DE,vor dem Pflanzen oder beim Pflanzen,N
X83,66,DE,Propargyl (2-Propinylester),N
N,40,DE,Umweltgefährlich,N
ST300,74,DE,Ansetzen der Spritzflüssigkeit nur im Freien oder in gut belüfteten Räumen.,N
NDS70,30,DE,bei 70-80 % Schlupf aus den Wintereiern,N
SX012,74,DE,S 12 : Behälter nicht gasdicht verschließen,J
SX013,74,DE,"S 13 : Von Nahrungsmitteln, Getränken und Futtermitteln fernhalten",J
01,164,DE,Beginn des Knospenschwellens: Augen beginnen sich innerhalb der Knospenschuppen zu vergrößern,N
03,164,DE,"Ende des Knospenschwellens: Knospen geschwollen, aber noch nicht grün",N
05,164,DE,Wolle-Stadium: wolleartiger brauner Haarbesatz deutlich sichtbar,N
8,164,DE,Fruchtreife,N
11,164,DE,Erstes Laubblatt entfaltet und vom Trieb abgespreizt,N
07,164,DE,Beginn des Knospenaufbruchs: grüne Triebspitzen werden sichtbar,N
09,164,DE,Knospenaufbruch: grüne Triebspitzen deutlich sichtbar,N
1,164,DE,Blattentwicklung,N
12,164,DE,2 Laubblätter entfaltet,N
  117,74,DE,"Beim Umgang mit dem (unverdünnten) Pflanzenschutzmittel Schutzanzug sowie Schutzhandschuhe, Schutzbrille und Atemschutzgerät tragen (s. Merkblatt Nr.18, Anhang 2 oder AID-Merkblatt Nr.42).",J
  774,74,DE,entfällt,J
13,164,DE,3 Laubblätter entfaltet,N
RK002,74,DE,R 15/29 : Reagiert mit Wasser unter Bildung giftiger und leichtentzündlicher Gase,J
14,164,DE,4 Laubblätter entfaltet,N
RX001,74,DE,R  1 : In trockenem Zustand explosionsgefährlich,J
RX002,74,DE,"R  2 : Durch Schlag, Reibung, Feuer oder andere Zündquellen explosionsgefährlch",J
RX003,74,DE,"R  3 : Durch Schlag, Reibung, Feuer oder andere Zündquellen besonders explosionsgefährlich",J
RX004,74,DE,R  4 : Bildet hochempfindliche explosionsgefährliche Metallverbindungen,J
RX005,74,DE,R  5 : Beim Erwärmen explosionsfähig,J
RX006,74,DE,R  6 : Mit und ohne Luft explosionsfähig,J
XX1098,75,DE,zusaetzlich zur ueblichen Unkrautbekaempfung mit Atrazin-   haltigen Herbiziden;  Einarbeitung mit vorheriger Zerklei-  nerung der Queckenrhizome.,J
XX1099,75,DE,zusaetzlich zur ueblichen Unkrautbekaempfung mit Atrazin-   haltigen Herbiziden; tiefe Einarbeitung.,J
XX1100,75,DE,zusaetzlich zur ueblichen Unkrautbekaempfung;               bei Maishoehe 40-60 cm,J
NO683,74,GB,"Due to the manner in which authorisation governs application of the product, earthworm populations are not endangered.",N
D,21,DE,Dünger,N
NO685,74,GB,The product is classified as slightly damaging for earthworm populations.,N
NO686,74,GB,The product is classified as damaging for populations of earthworms.,N
NO688,74,GB,"The product is classified as damaging for populations of earthworms; therefore, this and similar products should only be used once every 2 years.",J
NO689,74,GB,"The product is classified as damaging for populations of earthworms; therefore, this product and  products containing this/these active substance(s) should only be used once every 2 years.",N
X00,66,DE,Grundkörper,N
NB6642,74,DE,"Das Mittel wird bis zu der höchsten durch die Zulassung festgelegten Aufwandmenge oder Anwendungskonzentration, falls eine Aufwandmenge nicht vorgesehen ist, als nicht bienengefährlich eingestuft (B4). Soll das Mittel in Spritzfolge oder als Tankmischung mit anderen Pflanzenschutzmitteln angewendet werden, ist eine Bienengefährdung möglich. In diesen Fällen darf das Mittel erst nach dem Ende des täglichen Bienenfluges in dem zu behandelnden Bestand bis 23.00 Uhr, angewendet werden - Bienenschutzverordnung vom 22. Juli 1992, BGBl. I S. 1410, beachten.",N
VD,30,DE,vor dem Einbohren,N
SE,75,DE,Sonstige Ergänzungen und Hinweise,N
NN365,74,GB,The product is classified as harmful for populations of the species Poecilus cupreus (ground beetle).,N
NN366,74,GB,The product is classified as harmful for populations of the species Pterostichus melanarius (ground beetle).,N
UNMNB,30,DE,unmittelbar nach der Blüte,N
NN367,74,GB,The product is classified as harmful for populations of the species Tachyporus hypnorum (staphylinid beetle).,N
VA5471,74,DE,"Keine Anwendung in Räumen, in denen Trinkwasserleitungen aus Kunststoff verlegt sind, ausgenommen bei Warenbegasungen unter gasdichten Folien gemäß TRGS 512.",N
NN370,74,GB,The product is classified as harmful for populations of the species Chrysoperla carnea (lacewing).,N
37,116,DE,Abschluß des Triebwachstums,J
50,116,DE,Blütenknospenentwicklung,J
52,116,DE,Hellbraune Hüllschuppen sichtbar,J
NH761,74,GB,"On the packaging and in the instructions for use, possible fungicidal mixing partners must be stated.",N
NH962,74,GB,"In the instructions for use,  publicity should not be encouraged for using the product to control hamsters. The possibility of controlling hamsters should only be remarked upon in connection with a reference to Federal legislation regarding endangered species.",N
NH963,74,GB,"In the instructions for use,  publicity should not be encouraged for using the product to control moles. The possibility of controlling moles should only be remarked upon in connection with a reference to Federal legislation regarding endangered species.",N
NN000,74,GB,"Due to the manner in which authorisation governs application of the product, populations of relevant beneficial organisms are not endangered.",N
NN002,74,GB,"Due to the selectivity of the product, populations of relevant beneficial organisms are not endangered.",N
NN130,74,GB,The product is classified as harmless for populations of the species Pardosa amentata and palustris (lycosid spiders).,N
NN1301,74,GB,The product is classified as harmless for populations of the species Pardosa amentata (lycosid spiders).,N
NN1303,74,GB,The product is classified as harmless for populations of the species Pardosa agrestis (lycosid spiders).,N
  285,74,DE,Auflage gestrichen. Neu: siehe 207.,J
  400,74,DE,Auflage gestrichen. Neu: siehe 860,J
  404,74,DE,Siehe 704,J
  406,74,DE,Anwendung nur bei windstillem Wetter.,J
  449,74,DE,"Anwendung nur auf Arealen, bei denen das Betreten durch Pilz- oder Beerensammler verboten oder nicht zu erwarten ist.",J
NOTE1,89,DE,Die angegebenen HM gelten abweichend von Anlage 4 Liste A für den Stoffgehalt des im Lebensmittel enthaltenen Fettes.,N
RK005,74,DE,R 20/22 : Gesundheitsschädlich beim Einatmen und Verschlucken,J
RK006,74,DE,"R 20/21/22 : Gesundheitsschädlich beim Einatmen, Verschlucken und Berührung mit der Haut",J
RK007,74,DE,R 23/24 : Giftig beim Einatmen und bei Berührung mit der Haut,J
RK008,74,DE,R 24/25 : Giftig bei Berührung mit der Haut und beim Verschlucken,J
RK009,74,DE,R 23/25 : Giftig beim Einatmen und Verschlucken,J
RK010,74,DE,"R 23/24/25 : Giftig beim Einatmen, Verschlucken und Berührung mit der Haut",J
RK011,74,DE,R 26/27 : Sehr giftig beim Einatmen und bei Berührung mit der Haut,J
RK012,74,DE,R 27/28 : Sehr giftig bei Berührung mit der Haut und beim Verschlucken,J
RK013,74,DE,R 26/28 : Sehr giftig beim Einatmen und Verschlucken,J
RK014,74,DE,"R 26/27/28 : Sehr giftig beim Einatmen, Verschlucken und Berührung mit der Haut",J
RK015,74,DE,R 36/37 : Reizt die Augen und die Atmungsorgane,J
RK016,74,DE,R 37/38 : Reizt die Atmungsorgane und die Haut,J
RK017,74,DE,R 36/38 : Reizt die Augen und die Haut,J
  106,74,DE,Gesundheitsschädlich bei Berührung mit der Haut.,J
  107,74,DE,Gesundheitsschädlich beim Einatmen.,J
  109,74,DE,Giftig bei Berührung mit der Haut.,J
WW7502,74,DE,"Die maximale Anzahl der Anwendungen ist aus wirkstoffspezifischen Gründen eingeschränkt. Ausreichende Bekämpfung ist damit nicht in allen Fällen zu erwarten. Gegebenenfalls deshalb anschließend - oder im Wechsel - Mittel mit anderen Wirkstoffen verwenden, die nicht der Gruppe der Triazole angehören. Bei der Wahl der Mittel  ist erforderlichenfalls die Beratung des amtlichen Pflanzenschutzdienstes in Anspruch zu nehmen. Bei Verwendung von Geräten, deren Typen die Biologische Bundesanstalt im Bundesanzeiger unter der Überschrift ""Geprüfte und geeignete Geräte zur Rückgewinnung nicht angelagerter Pflanzenschutzmittel (Recyclinggeräte)"" bekanntgemacht hat, ist eine viermalige Anwendung des Mittels innerhalb einer Vegetationsperiode möglich.",N
FG,30,DE,bei festgestellter Gefährdung,N
  116,74,DE,"Beim Umgang mit dem (unverdünnten) Pflanzenschutzmittel Schutzanzug 2 sowie Schutzhandschuhe und Schutzbrille tragen (s. Merkblatt Nr.18, Anhang 2 oder AID-Merkblatt Nr.42).",J
  118,74,DE,"Bei der Arbeit in geschlossenen Räumen für gute Lüftung sorgen oder Atemschutzgerät tragen (s. Merkblatt Nr.18, Anhang 3 oder AID-Merkblatt Nr.42).",J
  119,74,DE,"Beim Ausbringen/bei der Anwendung des Pflanzenschutzmittels Atemschutzgerät tragen (s. Merkblatt Nr.18, Anhang 3 oder AID-Merkblatt Nr.42).",J
  126,74,DE,Bei Saatgutbehandlung in geschlossenen Räumen und mit Geräten ohne Entlüftung Atemschutzgerät mit Feinstaubfilter tragen.,J
  129,74,DE,Bei häufigem Umgang mit dem Pflanzenschutzmittel Aufnahme durch Verschlucken oder Einatmen unbedingt vermeiden.,J
  133,74,DE,"Alle benutzten Kleidungsstücke, Geräte und Gefäße sind mit Sodalösung und viel Wasser zu reinigen.",J
  141,74,DE,Das Mittel ist entzündlich.,J
  142,74,DE,Das Dampf-Luft-Gemisch ist explosionsfähig.,J
  143,74,DE,Das Mittel entwickelt hochgiftige Dämpfe.,J
  148,74,DE,"Das Mittel von offenen Flammen, Wärmequellen und Funken fernhalten.",J
  151,74,DE,Jedes Verschlucken des unverdünnten Pflanzenschutzmittels kann tödlich sein.,J
  153,74,DE,Bei Kontakt mit den Augen sofort mit Wasser reichlich spülen.,J
  154,74,DE,Ansetzen der Spritzflüssigkeit nur im Freien oder in gut belüfteten Räumen.,J
  158,74,DE,Bei Anwendung im Gewächshaus Atemschutzgerät tragen.,J
  159,74,DE,"Bei Anwendung in geschlossenen Beständen (Rebanlagen, Obstplantagen, Hopfengärten) Atemschutzgerät tragen.",J
  161,74,DE,"In geschlossenen Räumen Atemschutzgerät mit Atemfilter (Kennbuchstabe B, Kennfarbe grau) tragen.",J
  164,74,DE,"Beim Ab- und Umfüllen des Pflanzenschutzmittels Schutzkleidung, Schutzhandschuhe sowie Atemschutzgerät mit Feinstaubfilter tragen.",J
  166,74,DE,"Bei Unwohlsein oder Unfall sofort Arzt hinzuziehen (wenn möglich, dieses Etikett vorzeigen).",J
  171,74,DE,Behälter dicht geschlossen halten.,J
  172,74,DE,Durchnäßte Kleidung sofort ausziehen.,J
  173,74,DE,Bei der Ausbringung mit Stäubegeräten Atemschutzgerät tragen.,J
  174,74,DE,"Die Ausbringung von Methylbromid aus Stahlflaschen und die Lüftung der begasten Objekte muß unbedingt mit Atemschutzgerät geschehen. Es müssen mindestens Atemschutzmasken mit Atemfilter (Kennbuchstabe A, braune Kennfarbe) eingesetzt werden. Bei Störfällen und bei unübersichtlicher Lage sind Atemschutzgeräte einzusetzen, die von der Umgebungsatmosphäre unabhängig sind.",J
  175,74,DE,In die Augen gelangte Spritzer gründlich mit Wasser abspülen und Arzt aufsuchen.,J
  180,74,DE,"Bei der Saatgutbehandlung Schutzkleidung, Schutzhandschuhe sowie Atemschutzgerät tragen.",J
  181,74,DE,Das Mittel verursacht schwere Verätzungen.,J
  185,74,DE,"Beim Umgang mit dem (unverdünnten) Pflanzenschutzmittel Atemschutzgerät tragen (s. Merkblatt Nr.18, Anhang 2 oder AID-Merkblatt Nr.42).",J
  186,74,DE,Behandelte Kulturen frühestens nach dem Antrocknen des Spritzbelages betreten oder geeignete Vorsichtsmaßnahmen (Schutzkleidung) treffen.,J
  188,74,DE,Beim Ansetzen der Spritzflüssigkeit Schutzbrille tragen.,J
  189,74,DE,Gefahr ernster Augenschäden.,J
  190,74,DE,Sensibilisierung durch Hautkontakt möglich.,J
  199,74,DE,Jeden unnötigen Kontakt mit dem Mittel vermeiden. Mißbrauch kann zu Gesundheitsschäden führen.,J
  202,74,DE,Wiesen und Weiden oder sonstige behandelte Flächen dürfen frühestens 3 Wochen nach der Behandlung genutzt werden.,J
  203,74,DE,Wiesen und Weiden oder sonstige behandelte Flächen dürfen frühestens 4 Wochen nach der Behandlung genutzt werden.,J
  205,74,DE,Wiesen und Weiden oder sonstige behandelte Flächen dürfen frühestens 6 Monate nach der Behandlung genutzt werden.,J
  219,74,DE,"Wurzelgemüse darf frühestens 3 Jahre, anderes Gemüse frühestens 2 Jahre nach der Behandlung angebaut werden.",J
  224,74,DE,Das Erntegut ist aus hygienischen Gründen vor dem Verzehr gründlich zu waschen.,J
  225,74,DE,Anwendung im Gemüsebau nur bis 10 Tage nach dem Auflaufen/Pflanzen.,J
SF499,74,DE,Die Originalverpackung darf nur im Freien geöffnet und nach Gebrauchsanweisung angewendet werden. Nach Entnahme des Mittels ist die Originalverpackung wieder ordnungsgemäß zu verschließen.,N
NW641,74,DE,Anwendung ausschließlich unter Verwendung von Spritzschirmen.,N
NXSRX,35,DE,Nachbau entsprechend resistenter Sorten,N
AZ051,75,DE,Frühjahrsbehandlung in den Rebstadien 01-50 oder Sommerbehandlung in den Rebstadien 73-81,J
PAESB,35,DE,Ertragsanlagen; ab 2. Standjahr,N
PAEXX,35,DE,Ertragsanlagen,N
PAJPC,35,DE,Junganlagen; Pflanzjahr bis 3. Standjahr,N
PAJXX,35,DE,Junganlagen,N
PAKAX,35,DE,Ertrags- und Junganlagen; ab 1. Standjahr,N
PAKBX,35,DE,Ertrags- und Junganlagen; ab 2. Standjahr,N
PAKXX,35,DE,Ertrags- und Junganlagen,N
PASXX,35,DE,Schnittgärten,N
PFHYB,35,DE,F1-Hybriden,N
PFWXX,35,DE,Anwendung nur bei wüchsigen Pflanzen,N
PJPXX,35,DE,Jungpflanzen,N
PNSXX,35,DE,Neueinsaat,N
PPRAX,35,DE,Einjährige Pfropfreben,N
PPRBX,35,DE,Bewurzelte Pfropfreben,N
PPRXX,35,DE,Pfropfreben (Unterlagen und Edelreiser),N
WP713,74,DE,Schäden an nachgebauten zweikeimblättrigen Kulturen möglich.,N
